"","MAC_ID","fullSpecies","SEX_ID","Common_name","Population_1","Pop_code","Latitude","Longitude","LatLongEst","Elevation","Years","Year_1","Year_final","Breeding_Cycle","Moult","Life_Stage","BC_Mean","BC_SE","BC_SE2","BC_CV","BC_N","BC_SD","BC_Min","BC_Max","MaxLate_Cort","MaxLate_Cort_estimated","SC_Mean","SC_SE","SC_SE2","SC_CV","SC_N","SC_SD","SC_Min","SC_Max","LateStressCort","Lab_ID","HomeRange_Mean_Ha","Carnivore","Herbivore","Omnivore","meanMass","bin","nlcd_year","percent_preferred","species","lab","homerange","diet","sex","Ref_ID","fullspeciesBT"
"226",59,"Aphelocoma coerulescens","59f","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"2004",2004,2004,"Breeding","null","null",5.4,0.69,0.4761,NA,NA,NA,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,72.52,10,2006,0.513,"Aphelocoma coerulescens","Schoech",9,"AO","F",298,"Aphelocoma_coerulescens"
"227",60,"Aphelocoma coerulescens","60m","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"2005",2005,2005,"Breeding","null","null",3.22,0.38,0.1444,NA,NA,NA,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,77.33,10,2006,0.513,"Aphelocoma coerulescens","Schoech",9,"AO","M",298,"Aphelocoma_coerulescens"
"228",60,"Aphelocoma coerulescens","60f","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"2005",2005,2005,"Breeding","null","null",1.78,0.31,0.0961,NA,NA,NA,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,72.52,10,2006,0.513,"Aphelocoma coerulescens","Schoech",9,"AO","F",298,"Aphelocoma_coerulescens"
"229",61,"Aphelocoma coerulescens","61m","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Breeding","null","Prebreeding",4.1623,0.1571,0.02468041,17.29627,21,0.719922642,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,77.33,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","M",299,"Aphelocoma_coerulescens"
"230",61,"Aphelocoma coerulescens","61f","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Breeding","null","Prebreeding",4.29,0.4375,0.19140625,46.73373,21,2.004876867,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,72.52,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","F",299,"Aphelocoma_coerulescens"
"231",62,"Aphelocoma coerulescens","62f","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Breeding","null","Prebreeding, Laying",4.4,0.2187,0.04782969,17.21816,12,0.757599023,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,72.52,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","F",299,"Aphelocoma_coerulescens"
"232",62,"Aphelocoma coerulescens","62m","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Breeding","null","Prebreeding, Laying",5.7016,0.7539,0.56836521,60.59358,21,3.454803816,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,77.33,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","M",299,"Aphelocoma_coerulescens"
"233",63,"Aphelocoma coerulescens","63m","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Breeding","null","Incubation",2.9372,0.5654,0.31967716,57.74888,9,1.6962,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,77.33,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","M",299,"Aphelocoma_coerulescens"
"234",63,"Aphelocoma coerulescens","63f","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Breeding","null","Incubation",4.16,1.0937,1.19617969,74.3618,8,3.093450746,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,72.52,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","F",299,"Aphelocoma_coerulescens"
"235",64,"Aphelocoma coerulescens","64m","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Breeding","null","Young care",4.0995,1.1309,1.27893481,72.98647,7,2.992080158,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,77.33,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","M",299,"Aphelocoma_coerulescens"
"236",64,"Aphelocoma coerulescens","64f","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Breeding","null","Young care",5.13,1.4375,2.06640625,97.06912,12,4.979646072,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,72.52,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","F",299,"Aphelocoma_coerulescens"
"237",65,"Aphelocoma coerulescens","65m","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Nonbreeding","null","Helpers",4.4764,0.377,0.142129,42.94367,26,1.922330357,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,77.33,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","M",299,"Aphelocoma_coerulescens"
"238",65,"Aphelocoma coerulescens","65f","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Nonbreeding","null","Helpers",4.11,0.3437,0.11812969,48.03908,33,1.974406182,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,72.52,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","F",299,"Aphelocoma_coerulescens"
"239",66,"Aphelocoma coerulescens","66m","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Nonbreeding","null","Helpers",4.4764,0.8481,0.71927361,46.4081,6,2.077412251,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,77.33,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","M",299,"Aphelocoma_coerulescens"
"240",66,"Aphelocoma coerulescens","66f","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Nonbreeding","null","Helpers",4.706,0.1875,0.03515625,11.26923,8,0.530330086,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,72.52,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","F",299,"Aphelocoma_coerulescens"
"241",67,"Aphelocoma coerulescens","67m","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Nonbreeding","null","Helpers",1.6806,1.2565,1.57879225,149.5299,4,2.513,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,77.33,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","M",299,"Aphelocoma_coerulescens"
"242",67,"Aphelocoma coerulescens","67f","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Nonbreeding","null","Helpers",3.77,1.0313,1.06357969,77.37286,8,2.916956894,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,72.52,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","F",299,"Aphelocoma_coerulescens"
"243",68,"Aphelocoma coerulescens","68m","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"1992-1994",1992,1994,"Nonbreeding","null","Helpers",4.9476,0.7852,0.61653904,41.98892,7,2.077443929,NA,NA,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,77.33,10,1992,0.541,"Aphelocoma coerulescens","Schoech",9,"AO","M",299,"Aphelocoma_coerulescens"
"244",69,"Aphelocoma coerulescens","69m","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",27,"2006-2008",2006,2008,"Breeding","null","Young care",3.64,0.3,0.09,74.6323,82,2.716615541,0.1,12.64,2,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,77.33,10,2006,0.513,"Aphelocoma coerulescens","Schoech",9,"AO","M",315,"Aphelocoma_coerulescens"
"245",70,"Aphelocoma coerulescens","70f","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"2004, 2005, 2010-2012",2004,2012,"Breeding","N","Prebreeding",3.26,0.309,0.095481,94.78528,100,3.09,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,72.52,10,2006,0.513,"Aphelocoma coerulescens","Schoech",9,"AO","F",415,"Aphelocoma_coerulescens"
"246",70,"Aphelocoma coerulescens","70m","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"2004, 2005, 2010-2012",2004,2012,"Breeding","N","Prebreeding",3.51,0.2046,0.04186116,67.224,133,2.359562307,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,77.33,10,2006,0.513,"Aphelocoma coerulescens","Schoech",9,"AO","M",415,"Aphelocoma_coerulescens"
"247",72,"Calcarius lapponicus","72m","Lapland longspur","North Slope, Brooks Range, Alaska, USA","Calcarius lapponicus1",70,-150,"Reported",114,"1989",1989,1989,"Breeding","null","Laying",9.22,0.74,0.5476,17.94675,5,1.654690303,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield",5.8,0,0,1,28.6,10,2001,1,"Calcarius lapponicus","Wingfield",5.8,"AO","M",63,"Calcarius_lapponicus"
"248",73,"Calcarius lapponicus","73m","Lapland longspur","North Slope, Brooks Range, Alaska, USA","Calcarius lapponicus1",70,-150,"Reported",114,"1996-1997",1996,1997,"Breeding","null","Laying",10.12,4.1,16.81,70.17202,3,7.101408311,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield",5.8,0,0,1,28.6,10,2001,1,"Calcarius lapponicus","Wingfield",5.8,"AO","M",63,"Calcarius_lapponicus"
"249",74,"Calcarius lapponicus","74f","Lapland longspur","North Slope, Brooks Range, Alaska, USA","Calcarius lapponicus1",70,-150,"Reported",114,"1989",1989,1989,"Breeding","null","Laying",7.31,0.7,0.49,38.30369,16,2.8,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield",5.8,0,0,1,25.4,10,2001,1,"Calcarius lapponicus","Wingfield",5.8,"AO","F",63,"Calcarius_lapponicus"
"250",74,"Calcarius lapponicus","74m","Lapland longspur","North Slope, Brooks Range, Alaska, USA","Calcarius lapponicus1",70,-150,"Reported",114,"1997",1997,1997,"Breeding","null","Laying",8.94,1.03,1.0609,39.91079,12,3.568024664,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield",5.8,0,0,1,28.6,10,2001,1,"Calcarius lapponicus","Wingfield",5.8,"AO","M",63,"Calcarius_lapponicus"
"251",75,"Calcarius lapponicus","75m","Lapland longspur","North Slope, Brooks Range, Alaska, USA","Calcarius lapponicus1",70,-150,"Reported",114,"1996-1997",1996,1997,"Breeding","null","null",8.42,1.44,2.0736,NA,NA,NA,NA,NA,3,"N",25.53,NA,NA,NA,NA,NA,NA,NA,30,"Wingfield",5.8,0,0,1,28.6,10,2001,1,"Calcarius lapponicus","Wingfield",5.8,"AO","M",63,"Calcarius_lapponicus"
"252",75,"Calcarius lapponicus","75f","Lapland longspur","North Slope, Brooks Range, Alaska, USA","Calcarius lapponicus1",70,-150,"Reported",114,"1989",1989,1989,"Breeding","null","null",8.43,1.4,1.96,NA,NA,NA,NA,NA,3,"N",30.97,7.85,61.6225,NA,NA,NA,NA,NA,30,"Wingfield",5.8,0,0,1,25.4,10,2001,1,"Calcarius lapponicus","Wingfield",5.8,"AO","F",63,"Calcarius_lapponicus"
"253",81,"Calcarius lapponicus","81m","Lapland longspur","Toolik Lake, Alaska, USA","Calcarius lapponicus3",71.323,-156.609,"Reported",6,"2000",2000,2000,"Breeding","null","null",8.75,5.157865,26.60357136,166.7274,8,14.58864527,2.9,21.4,2,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield",5.8,0,0,1,28.6,10,2001,0.856,"Calcarius lapponicus","Wingfield",5.8,"AO","M",648,"Calcarius_lapponicus"
"254",81,"Calcarius lapponicus","81f","Lapland longspur","Toolik Lake, Alaska, USA","Calcarius lapponicus3",71.323,-156.609,"Reported",6,"1991",1991,1991,"Breeding","null","null",13.78,4.348034,18.90539967,70.55515,5,9.722499592,18.2,51.7,2,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield",5.8,0,0,1,25.4,10,2001,0.856,"Calcarius lapponicus","Wingfield",5.8,"AO","F",648,"Calcarius_lapponicus"
"255",82,"Calcarius mccownii","82m","McCown's longspur","Willow Creek Reservoir, Lewis and Clark County, Montana, USA","Calcarius mccownii1",47.533,-112.45,"Reported",1261.3,"2006",2006,2006,"Breeding","null","Incubation, Young care",5.1938,1.4601,2.13189201,93.23817,11,4.842603856,NA,NA,3,"N",12.3822,2.7875,7.77015625,74.66437,11,9.245091622,NA,NA,30,"Wingfield",0.85,0,0,1,26.7,1,2001,1,"Calcarius mccownii","Wingfield",0.85,"AO","M",100,"Calcarius_mccownii"
"256",82,"Calcarius mccownii","82f","McCown's longspur","Willow Creek Reservoir, Lewis and Clark County, Montana, USA","Calcarius mccownii1",47.533,-112.45,"Reported",1261.3,"1998",1998,1998,"Breeding","null","Incubation, Young care",5.9672,1.6122,2.59918884,89.60756,11,5.347062487,NA,NA,3,"N",13.3001,2.45,6.0025,61.09526,11,8.125730675,NA,NA,30,"Wingfield",0.85,0,0,1,24.7,1,2001,1,"Calcarius mccownii","Wingfield",0.85,"AO","F",100,"Calcarius_mccownii"
"257",83,"Calcarius mccownii","83f","McCown's longspur","Willow Creek Reservoir, Lewis and Clark County, Montana, USA","Calcarius mccownii1",47.533,-112.45,"Reported",1261.3,"1997",1997,1997,"Breeding","null","Incubation, Young care",8.9424,1.2397,1.53685609,36.6785,7,3.2799379,NA,NA,3,"N",15.9034,2.2343,4.99209649,37.17068,7,5.911401923,NA,NA,30,"Wingfield",0.85,0,0,1,24.7,1,2001,1,"Calcarius mccownii","Wingfield",0.85,"AO","F",100,"Calcarius_mccownii"
"258",83,"Calcarius mccownii","83m","McCown's longspur","Willow Creek Reservoir, Lewis and Clark County, Montana, USA","Calcarius mccownii1",47.533,-112.45,"Reported",1261.3,"2006",2006,2006,"Breeding","null","Incubation, Young care",3.0692,0.93,0.8649,60.60211,4,1.86,NA,NA,3,"N",17.8237,4.1141,16.92581881,46.16438,4,8.228200598,NA,NA,30,"Wingfield",0.85,0,0,1,26.7,1,2001,1,"Calcarius mccownii","Wingfield",0.85,"AO","M",100,"Calcarius_mccownii"
"259",84,"Calcarius ornatus","84f","Chestnut-collared longspur","Benton Lake National Wildlife Refuge, Cascade County, Montana, USA","Calcarius ornatus1",47.667,-111.45,"Reported",1104,"1997-1998",1997,1998,"Breeding","null","Incubation, Young care",4.898,0.8571,0.73462041,97.43019,31,4.772130835,NA,NA,3,"N",17.7551,1.3469,1.81413961,42.237,31,7.499221587,NA,NA,30,"Wingfield",0.6,0,0,1,20.2,1,2001,0.2,"Calcarius ornatus","Wingfield",0.6,"AO","F",100,"Calcarius_ornatus"
"260",84,"Calcarius ornatus","84m","Chestnut-collared longspur","Benton Lake National Wildlife Refuge, Cascade County, Montana, USA","Calcarius ornatus1",47.667,-111.45,"Reported",1104,"2006",2006,2006,"Breeding","null","Incubation, Young care",5.8776,0.9796,0.95961616,62.36096,14,3.665327576,NA,NA,3,"N",16.7755,2.3265,5.41260225,51.89095,14,8.704966317,NA,NA,30,"Wingfield",0.6,0,0,1,20.3,1,2001,0.2,"Calcarius ornatus","Wingfield",0.6,"AO","M",100,"Calcarius_ornatus"
"261",85,"Calcarius pictus","85f","Smith's longspur","Toolik Lake Research Station, Alaska, USA","Calcarius pictus1",68.633,-149.633,"Reported",732,"1996-2001",1996,2001,"Breeding","null","null",4.82,2.078,4.318084,121.9392,8,5.877471565,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,60,"Wingfield",18.15,0,0,1,24.3,100,2001,0.803,"Calcarius pictus","Wingfield",18.15,"AO","F",276,"Calcarius_pictus"
"262",85,"Calcarius pictus","85m","Smith's longspur","Toolik Lake Research Station, Alaska, USA","Calcarius pictus1",68.633,-149.633,"Reported",732,"2006",2006,2006,"Breeding","null","null",8.96,1.24,1.5376,64.912,22,5.816115542,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,60,"Wingfield",18.15,0,0,1,28.5,100,2001,0.803,"Calcarius pictus","Wingfield",18.15,"AO","M",276,"Calcarius_pictus"
"263",86,"Calcarius pictus","86f","Smith's longspur","Toolik Lake Research Station, Alaska, USA","Calcarius pictus1",68.633,-149.633,"Reported",732,"1996-2001",1996,2001,"Breeding","null","Courtship",7.22,1.77,3.1329,101.0789,17,7.297896957,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,60,"Wingfield",18.15,0,0,1,24.3,100,2001,0.803,"Calcarius pictus","Wingfield",18.15,"AO","F",276,"Calcarius_pictus"
"264",86,"Calcarius pictus","86m","Smith's longspur","Toolik Lake Research Station, Alaska, USA","Calcarius pictus1",68.633,-149.633,"Reported",732,"2006",2006,2006,"Breeding","null","Courtship",15.74,3.26,10.6276,115.3171,31,18.15091182,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,60,"Wingfield",18.15,0,0,1,28.5,100,2001,0.803,"Calcarius pictus","Wingfield",18.15,"AO","M",276,"Calcarius_pictus"
"265",87,"Calcarius pictus","87m","Smith's longspur","Toolik Lake Research Station, Alaska, USA","Calcarius pictus1",68.633,-149.633,"Reported",732,"2006",2006,2006,"Breeding","null","Incubation",9.75,0.89,0.7921,54.76923,36,5.34,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,60,"Wingfield",18.15,0,0,1,28.5,100,2001,0.803,"Calcarius pictus","Wingfield",18.15,"AO","M",276,"Calcarius_pictus"
"266",87,"Calcarius pictus","87f","Smith's longspur","Toolik Lake Research Station, Alaska, USA","Calcarius pictus1",68.633,-149.633,"Reported",732,"1996-2001",1996,2001,"Breeding","null","Incubation",4.903,1.496,2.238016,74.73866,6,3.664436655,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,60,"Wingfield",18.15,0,0,1,24.3,100,2001,0.803,"Calcarius pictus","Wingfield",18.15,"AO","F",276,"Calcarius_pictus"
"267",88,"Calcarius pictus","88f","Smith's longspur","Toolik Lake Research Station, Alaska, USA","Calcarius pictus1",68.633,-149.633,"Reported",732,"1996-2001",1996,2001,"Breeding","null","Incubation",4,0.64,0.4096,69.74238,19,2.789695324,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,60,"Wingfield",18.15,0,0,1,24.3,100,2001,0.803,"Calcarius pictus","Wingfield",18.15,"AO","F",276,"Calcarius_pictus"
"268",88,"Calcarius pictus","88m","Smith's longspur","Toolik Lake Research Station, Alaska, USA","Calcarius pictus1",68.633,-149.633,"Reported",732,"2008",2008,2008,"Breeding","null","Incubation",8.393,1.831,3.352561,84.49223,15,7.091432507,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,60,"Wingfield",18.15,0,0,1,28.5,100,2001,0.803,"Calcarius pictus","Wingfield",18.15,"AO","M",276,"Calcarius_pictus"
"269",89,"Calcarius pictus","89m","Smith's longspur","Toolik Lake Research Station, Alaska, USA","Calcarius pictus1",68.633,-149.633,"Reported",732,"2008",2008,2008,"Breeding","null","Young care",2.05,0.29,0.0841,42.43902,9,0.87,NA,NA,3,"N",15.22,2.55,6.5025,50.26281,9,7.649999682,NA,NA,60,"Wingfield",18.15,0,0,1,28.5,100,2001,0.803,"Calcarius pictus","Wingfield",18.15,"AO","M",276,"Calcarius_pictus"
"270",92,"Calidris mauri","92m","Western sandpiper","Safety Sound, Nome, Alaska, USA","Calidris mauri1",64.43333,-164.933,"Reported",0,"1997-2002",1997,2002,"Breeding","null","Prebreeding",26.022,1.572,2.471184,12.08208,4,3.144,NA,NA,4,"N",66.92,11.014,121.308196,32.91692,4,22.02800286,NA,NA,30,"Wingfield",3.25,1,0,0,23,10,2001,1,"Calidris mauri","Wingfield",3.25,"C","M",285,"Calidris_mauri"
"271",92,"Calidris mauri","92f","Western sandpiper","Safety Sound, Nome, Alaska, USA","Calidris mauri1",64.43333,-164.933,"Reported",0,"1993",1993,1993,"Breeding","null","Prebreeding",32.233,8.544,72.999936,53.01399,4,17.088,NA,NA,4,"N",82.718,16.699,278.856601,40.37573,4,33.39799634,NA,NA,30,"Wingfield",3.25,1,0,0,25.5,10,2001,1,"Calidris mauri","Wingfield",3.25,"C","F",285,"Calidris_mauri"
"272",93,"Calidris mauri","93m","Western sandpiper","Safety Sound, Nome, Alaska, USA","Calidris mauri1",64.43333,-164.933,"Reported",0,"1997-2002",1997,2002,"Breeding","null","Incubation",29.203,5.4,29.16,58.47447,10,17.07629936,NA,NA,4,"N",69.707,8.652,74.857104,39.25004,10,27.36002538,NA,NA,30,"Wingfield",3.25,1,0,0,23,10,2001,1,"Calidris mauri","Wingfield",3.25,"C","M",285,"Calidris_mauri"
"273",93,"Calidris mauri","93f","Western sandpiper","Safety Sound, Nome, Alaska, USA","Calidris mauri1",64.43333,-164.933,"Reported",0,"1993",1993,1993,"Breeding","null","Incubation",22.191,3.871,14.984641,55.1628,10,12.24117682,NA,NA,4,"N",98.25,9.25,85.5625,29.77208,10,29.2510686,NA,NA,30,"Wingfield",3.25,1,0,0,25.5,10,2001,1,"Calidris mauri","Wingfield",3.25,"C","F",285,"Calidris_mauri"
"274",94,"Calidris mauri","94m","Western sandpiper","Safety Sound, Nome, Alaska, USA","Calidris mauri1",64.43333,-164.933,"Reported",0,"1997-2002",1997,2002,"Nonbreeding","null","Pre-migration",24.121,3.54,12.5316,48.67481,11,11.74085176,NA,NA,4,"N",90.58,7.868,61.905424,28.80901,11,26.09520126,NA,NA,60,"Wingfield",2200,1,0,0,25,1000,2001,0.915,"Calidris mauri","Wingfield",2200,"C","M",285,"Calidris_mauri"
"275",94,"Calidris mauri","94f","Western sandpiper","Safety Sound, Nome, Alaska, USA","Calidris mauri1",64.43333,-164.933,"Reported",0,"1993",1993,1993,"Nonbreeding","null","Pre-migration",29.538,5.826,33.942276,55.78718,8,16.47841643,NA,NA,4,"N",101.17,12.9,166.41,36.06475,8,36.48670758,NA,NA,60,"Wingfield",2200,1,0,0,27.5,1000,2001,0.915,"Calidris mauri","Wingfield",2200,"C","F",285,"Calidris_mauri"
"276",96,"Calidris mauri","96m","Western sandpiper","Seward Peninsula, Nome, Alaska, USA","Calidris mauri1",64.43333,-164.933,"Reported",0,"1997-2002",1997,2002,"Breeding","null","Incubation",32.77,3.83,14.6689,35.06256,9,11.49,NA,NA,3,"N",73.19,8.09,65.4481,33.16027,9,24.27000161,NA,NA,30,"Wingfield",3.25,1,0,0,23,10,2001,1,"Calidris mauri","Wingfield",3.25,"C","M",286,"Calidris_mauri"
"277",96,"Calidris mauri","96f","Western sandpiper","Seward Peninsula, Nome, Alaska, USA","Calidris mauri1",64.43333,-164.933,"Reported",0,"1993",1993,1993,"Breeding","null","Incubation",21.28,4.26,18.1476,63.30499,10,13.47130283,NA,NA,3,"N",98.3,8.09,65.4481,26.02526,10,25.58283058,NA,NA,30,"Wingfield",3.25,1,0,0,25.5,10,2001,1,"Calidris mauri","Wingfield",3.25,"C","F",286,"Calidris_mauri"
"278",97,"Calidris melanotos","97m","Pectoral sandpiper","Barrow, Alaska, USA","Calidris melanotos1",71.31667,-156.633,"Reported",6,"1997-2002",1997,2002,"Breeding","null","Incubation",12.34,2.55,6.5025,61.99352,9,7.65,NA,NA,3,"N",59.15,2.12,4.4944,10.75232,9,6.35999728,NA,NA,30,"Wingfield",7,1,0,0,94.6,10,2001,1,"Calidris melanotos","Wingfield",7,"C","M",286,"Calidris_melanotos"
"279",98,"Calidris pusilla","98m","Semi-palmated sandpiper","Barrow, Alaska, USA","Calidris pusilla1",71.31667,-156.633,"Reported",6,"1997-2002",1997,2002,"Breeding","null","Incubation",13.5,2.92,8.5264,71.73737,11,9.684544388,NA,NA,3,"N",56.6,6.34,40.1956,37.15089,11,21.02740374,NA,NA,30,"Wingfield",1963,1,0,0,32.3,1000,2001,0.898,"Calidris pusilla","Wingfield",1963,"C","M",286,"Calidris_pusilla"
"280",99,"Calidris pusilla","99f","Semi-palmated sandpiper","Prudhoe Bay, Alaska, USA","Calidris pusilla2",70.3028,-148.268,"Reported",0,"1991",1991,1991,"Breeding","null","Incubation",28.09,3.83,14.6689,33.39817,6,9.381545715,NA,NA,3,"N",74.04,6.38,40.7044,21.10716,6,15.62774126,NA,NA,30,"Wingfield",1963,1,0,0,32.3,1000,2001,0.933,"Calidris pusilla","Wingfield",1963,"C","F",286,"Calidris_pusilla"
"281",99,"Calidris pusilla","99m","Semi-palmated sandpiper","Prudhoe Bay, Alaska, USA","Calidris pusilla2",70.3028,-148.268,"Reported",0,"1997-2002",1997,2002,"Breeding","null","Incubation",33.62,3.41,11.6281,26.83525,7,9.022011971,NA,NA,3,"N",71.06,5.96,35.5216,22.19065,7,15.76867589,NA,NA,30,"Wingfield",1963,1,0,0,32.3,1000,2001,0.933,"Calidris pusilla","Wingfield",1963,"C","M",286,"Calidris_pusilla"
